"volume","Vcmax.mean","Jmax.mean","Rd.mean","Vcmax.se","Jmax.se","Rd.se","Date"
5,60.0226874568126,97.8956505343665,0.574075884360719,4.06886782001949,1.25170945251899,0.100977601744195,2013-03-14
10,66.4686458507018,110.591733912538,0.894510339979135,6.8413731766197,9.01514996491948,0.0302671687406742,2013-03-14
15,69.3221019738682,107.714476044371,1.01237118245146,8.16590147372473,11.937035525267,0.0804434420896204,2013-03-14
20,75.3698862484689,115.857451031534,0.786763794107362,6.15647379435709,8.18774035955009,0.100322438307465,2013-03-14
25,76.00877184456,125.982889007652,0.947740758537218,14.9045363843744,23.8546087383255,0.196049834479606,2013-03-14
35,74.4938797115524,117.508459864679,0.613517214702884,4.27177178981397,5.92971523540849,0.186869704272254,2013-03-14
1000,106.847602973042,190.31356291925,0.83627754238588,3.12242813477733,1.95163058790181,0.114499657452647,2013-03-14
5,65.700340412026,109.483683724591,0.995992509598235,2.90962420242512,4.33544674662704,0.183788611804001,2013-05-14
10,72.3269059169085,122.482166147887,0.939119354907907,7.48274085615784,12.8293600086867,0.0684647627352456,2013-05-14
15,89.4020678227127,138.581505989906,1.30048629091172,1.13157190068191,2.77744451286904,0.312421300434071,2013-05-14
20,87.4547330322342,144.065992276927,1.20263488454018,6.23873079069236,11.6823310409899,0.109615674169015,2013-05-14
25,81.161912846431,137.832495597644,0.821949543900019,12.1765231819933,17.2920594095723,0.0881569576210784,2013-05-14
35,81.5127534931165,124.928569455957,0.792063599116562,5.33987160600194,8.84900764473826,0.276168444790026,2013-05-14
1000,95.5334449885291,153.095913793388,0.863163747379011,3.96281764346627,5.7976531885437,0.280810545763032,2013-05-14
