"Date","volume","canopysqm.mean","canopysqm.se"
2013-01-21,"5",0.0198875347189651,0.00217396917317912
2013-01-21,"10",0.0182726103261818,0.00205478890129175
2013-01-21,"15",0.028704670734779,0.00451081629394767
2013-01-21,"20",0.0212693567431997,0.00534445454288841
2013-01-21,"25",0.0227526587582779,0.00399596122662144
2013-01-21,"35",0.0296655993105539,0.00280168079883719
2013-01-21,"1000",0.0401435025138677,0.00358046601452237
2013-01-29,"5",0.0182925615019495,0.00317559460540668
2013-01-29,"10",0.0165032209185969,0.00254024083406091
2013-01-29,"15",0.0262774525363415,0.00478500815198757
2013-01-29,"20",0.0222145590164299,0.00570032146836049
2013-01-29,"25",0.0201514378132524,0.00397833382895757
2013-01-29,"35",0.0281109767982368,0.00314881312597764
2013-01-29,"1000",0.0385429396896818,0.00324601419267539
2013-02-03,"5",0.0309464542682382,0.004292544291376
2013-02-03,"10",0.0285754614545623,0.00530279789366845
2013-02-03,"15",0.0382735848404695,0.00747061242964445
2013-02-03,"20",0.038944573859159,0.00341848374454942
2013-02-03,"25",0.0318177377870794,0.0043748276112706
2013-02-03,"35",0.0450973032545762,0.00814549276023259
2013-02-03,"1000",0.044500197648866,0.00526024644676379
2013-02-11,"5",0.0406384581816917,0.0063599327035192
2013-02-11,"10",0.0474175737956001,0.00787152588314611
2013-02-11,"15",0.0508273213555958,0.00634590649744223
2013-02-11,"20",0.0443592031478795,0.00499887954607623
2013-02-11,"25",0.0475586625670157,0.00548416939478659
2013-02-11,"35",0.0735273555764479,0.0115931394201527
2013-02-11,"1000",0.0673805236545123,0.00823022674277555
2013-02-18,"5",0.0500119386836522,0.00691716716279842
2013-02-18,"10",0.0565054427812511,0.00910786310795703
2013-02-18,"15",0.0610675271846404,0.0074868772420914
2013-02-18,"20",0.0541126346674954,0.0102736134073625
2013-02-18,"25",0.0632315100362199,0.0076823309698073
2013-02-18,"35",0.0963980491941906,0.0168267293684772
2013-02-18,"1000",0.0968602130045654,0.00850116545036799
2013-02-25,"5",0.0522664216638312,0.00699634924789351
2013-02-25,"10",0.0554669648250663,0.00821411544087349
2013-02-25,"15",0.0689783565587447,0.0110419273249166
2013-02-25,"20",0.0587070190010142,0.0136851476076277
2013-02-25,"25",0.0729800943037594,0.0119021978978044
2013-02-25,"35",0.097804497269444,0.0175896434561097
2013-02-25,"1000",0.120435749056072,0.0100647746496813
2013-03-04,"5",0.0535595152357081,0.00654824103468278
2013-03-04,"10",0.0592960523867667,0.0085763800653956
2013-03-04,"15",0.0715291250096379,0.0107604057735995
2013-03-04,"20",0.0592296562838765,0.0142772738046236
2013-03-04,"25",0.0761321526185827,0.0140380045205879
2013-03-04,"35",0.119820357256395,0.0211043648610707
2013-03-04,"1000",0.15130242636003,0.0152600234377618
2013-03-11,"5",0.0525873460712957,0.00652768447791589
2013-03-11,"10",0.0593762120961745,0.00854960520738402
2013-03-11,"15",0.0748902354271168,0.0112498425679035
2013-03-11,"20",0.0591792633948196,0.0130366068098085
2013-03-11,"25",0.0802090802287638,0.0177728885495156
2013-03-11,"35",0.126479004780913,0.0187457177873842
2013-03-11,"1000",0.190380520540654,0.0221916792624362
2013-03-18,"5",0.0535875185051217,0.00653292005945537
2013-03-18,"10",0.056334656321818,0.00800809410447943
2013-03-18,"15",0.0764626240302238,0.00971738876270515
2013-03-18,"20",0.0590654692174644,0.0133501672789574
2013-03-18,"25",0.0858234632699724,0.019019235987924
2013-03-18,"35",0.143405310151092,0.0182295227632223
2013-03-18,"1000",0.243995928081967,0.0358192101749829
2013-03-25,"5",0.0518204905683769,0.00690464359040793
2013-03-25,"10",0.0569714888335001,0.00818086904285501
2013-03-25,"15",0.078549772573286,0.00825873857113
2013-03-25,"20",0.0574663409450169,0.0124412250567669
2013-03-25,"25",0.0858440401223637,0.0195719297375901
2013-03-25,"35",0.153916166300366,0.0202241735557473
2013-03-25,"1000",0.296573615172627,0.0303635182717315
2013-04-02,"5",0.0504129216058573,0.00686949834611192
2013-04-02,"10",0.0550006084732588,0.00709350502875082
2013-04-02,"15",0.0786608031887726,0.00648782250683961
2013-04-02,"20",0.0560287492252163,0.0117536886648765
2013-04-02,"25",0.0872800142498452,0.017733980728476
2013-04-02,"35",0.160741729759721,0.0213467290685122
2013-04-02,"1000",0.379031883028983,0.0364286511097995
2013-04-08,"5",0.045647900049652,0.00643215113674026
2013-04-08,"10",0.0539784224832533,0.006234530225756
2013-04-08,"15",0.0767340870072253,0.0061012923310216
2013-04-08,"20",0.0544770641421023,0.00911204260557765
2013-04-08,"25",0.0875221782070483,0.0183538532025918
2013-04-08,"35",0.164420198320053,0.0244377757470989
2013-04-08,"1000",0.43704101046958,0.0407542315239775
2013-04-15,"5",0.0373140956595469,0.0057481647757241
2013-04-15,"10",0.0474102885877698,0.00444072734762466
2013-04-15,"15",0.0713149257745835,0.00576872582922544
2013-04-15,"20",0.0504452861733136,0.00700795794761227
2013-04-15,"25",0.0775052750267917,0.0141980022715578
2013-04-15,"35",0.161458960932756,0.0218389357065556
2013-04-15,"1000",0.484828935203471,0.0513126568516786
2013-04-22,"5",0.032944884633087,0.00513996954173234
2013-04-22,"10",0.0387257178431427,0.00387235374078298
2013-04-22,"15",0.0636304319715769,0.00554690401452028
2013-04-22,"20",0.0526719995239215,0.00584730516256827
2013-04-22,"25",0.0713230437211002,0.0139337905460477
2013-04-22,"35",0.152892460860318,0.0228268510493278
2013-04-22,"1000",0.500853704135174,0.05814637937719
2013-04-29,"5",0.0302236799493285,0.00464591615923892
2013-04-29,"10",0.0358193067222391,0.00280621124007464
2013-04-29,"15",0.0587741432257397,0.0057832241290633
2013-04-29,"20",0.0516033761144786,0.00598629502067223
2013-04-29,"25",0.0675689403255705,0.0125027239483484
2013-04-29,"35",0.144006377119841,0.0217506055570743
2013-04-29,"1000",0.503216831736571,0.0590068523753849
2013-05-06,"5",0.0270854048405619,0.00415883126066771
2013-05-06,"10",0.0337714215254253,0.00311867953686941
2013-05-06,"15",0.0537530539043311,0.00522205158883456
2013-05-06,"20",0.0506946032823672,0.00423309033466095
2013-05-06,"25",0.0620000013209249,0.011264775239643
2013-05-06,"35",0.136578148904952,0.0207760437120745
2013-05-06,"1000",0.505627015896103,0.0583631599105798
2013-05-13,"5",0.0250503057775254,0.00335779352910535
2013-05-13,"10",0.0322668401314642,0.00259727952662546
2013-05-13,"15",0.0519529065275451,0.00454690155664401
2013-05-13,"20",0.0506419777989405,0.00413484444421546
2013-05-13,"25",0.0640600761520001,0.0115525862189934
2013-05-13,"35",0.133705332747664,0.0184341621529591
2013-05-13,"1000",0.503273107428964,0.0557952385297694
2013-05-21,"5",0.0319644561734697,0.00632918871415563
2013-05-21,"10",0.0315449170545411,0.00268520643864097
2013-05-21,"15",0.0538633684933029,0.00349589691719079
2013-05-21,"20",0.0522302619378879,0.0044179482264694
2013-05-21,"25",0.0640761404144427,0.011776900247584
2013-05-21,"35",0.129583466869082,0.0198328073582657
2013-05-21,"1000",0.516625424377402,0.0617832714173099
